City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Munich,1972,Athletics,Athletics,"KÜHNE, Rita",GDR,Women,4x400m relay,W,Gold
Munich,1972,Athletics,Athletics,"SEIDLER, Helga",GDR,Women,4x400m relay,W,Gold
Munich,1972,Athletics,Athletics,"ZEHRT, Monika",GDR,Women,4x400m relay,W,Gold
Munich,1972,Athletics,Athletics,"FERGERSON, Mabel",USA,Women,4x400m relay,W,Silver
Munich,1972,Athletics,Athletics,"HAMMOND, Kathleen",USA,Women,4x400m relay,W,Silver
Munich,1972,Athletics,Athletics,"MANNING-JACKSON, Madeline",USA,Women,4x400m relay,W,Silver
Munich,1972,Athletics,Athletics,"TOUSSAINT, Cheryl Renee",USA,Women,4x400m relay,W,Silver
Munich,1972,Athletics,Athletics,"STEWART, Ian",GBR,Men,5000m,M,Bronze
Munich,1972,Athletics,Athletics,"VIREN, Lasse",FIN,Men,5000m,M,Gold
Munich,1972,Athletics,Athletics,"GAMMOUDI, Mohamed",TUN,Men,5000m,M,Silver
Munich,1972,Athletics,Athletics,"YOUNG, Lawrence Dean",USA,Men,50km walk,M,Bronze
Munich,1972,Athletics,Athletics,"KANNENBERG, Bernd",FRG,Men,50km walk,M,Gold
Munich,1972,Athletics,Athletics,"SOLDATENKO, Veniamin",URS,Men,50km walk,M,Silver
Munich,1972,Athletics,Athletics,"BOIT, Michael",KEN,Men,800m,M,Bronze
Munich,1972,Athletics,Athletics,"WOTTLE, David James",USA,Men,800m,M,Gold
Munich,1972,Athletics,Athletics,"ARZHANOV, Yevgeni",URS,Men,800m,M,Silver
Munich,1972,Athletics,Athletics,"HOFFMEISTER, Gunhild",GDR,Women,800m,W,Bronze
Munich,1972,Athletics,Athletics,"FALCK-JANZE, Hildegard",FRG,Women,800m,W,Gold
Munich,1972,Athletics,Athletics,"SABAITE, Niole",URS,Women,800m,W,Silver
Munich,1972,Athletics,Athletics,"KATUS, Ryszard",POL,Men,decathlon,M,Bronze
Munich,1972,Athletics,Athletics,"AVILOV, Nikolai",URS,Men,decathlon,M,Gold
Munich,1972,Athletics,Athletics,"LITVINENKO, Leonid",URS,Men,decathlon,M,Silver
Munich,1972,Athletics,Athletics,"BRUCH, Rickard",SWE,Men,discus throw,M,Bronze
Munich,1972,Athletics,Athletics,"DANEK, Ludvik",TCH,Men,discus throw,M,Gold
Munich,1972,Athletics,Athletics,"SILVESTER, L.Jay",USA,Men,discus throw,M,Silver
Munich,1972,Athletics,Athletics,"STOEVA, Vassilka",BUL,Women,discus throw,W,Bronze
Munich,1972,Athletics,Athletics,"MELNIK, Faina",URS,Women,discus throw,W,Gold
Munich,1972,Athletics,Athletics,"MENIS, Argentina",ROU,Women,discus throw,W,Silver
Munich,1972,Athletics,Athletics,"KHMELEVSKY, Vasili",URS,Men,hammer throw,M,Bronze
Munich,1972,Athletics,Athletics,"BONDARCHUK, Anatoli",URS,Men,hammer throw,M,Gold
Munich,1972,Athletics,Athletics,"SACHSE, Jochen",GDR,Men,hammer throw,M,Silver
Munich,1972,Athletics,Athletics,"STONES, Dwight Edwin",USA,Men,high jump,M,Bronze
Munich,1972,Athletics,Athletics,"TARMAK, Yuri",URS,Men,high jump,M,Gold
Munich,1972,Athletics,Athletics,"JUNGE, Stefan",GDR,Men,high jump,M,Silver
Munich,1972,Athletics,Athletics,"GUSENBAUER-MAJDAN, Ilona",AUT,Women,high jump,W,Bronze
Munich,1972,Athletics,Athletics,"MEYFARTH, Ulrike",FRG,Women,high jump,W,Gold
Munich,1972,Athletics,Athletics,"BLAGOEVA-DIMITROVA, Yordanka",BUL,Women,high jump,W,Silver
Munich,1972,Athletics,Athletics,"SCHMIDT, William David",USA,Men,javelin throw,M,Bronze
Munich,1972,Athletics,Athletics,"WOLFERMANN, Klaus",FRG,Men,javelin throw,M,Gold
Munich,1972,Athletics,Athletics,"LUSIS, Yanis",URS,Men,javelin throw,M,Silver
Munich,1972,Athletics,Athletics,"SCHMIDT, Kathryn Joan",USA,Women,javelin throw,W,Bronze
Munich,1972,Athletics,Athletics,"FUCHS, Ruth",GDR,Women,javelin throw,W,Gold
Munich,1972,Athletics,Athletics,"TODTEN-HEIN, Jaqueline",GDR,Women,javelin throw,W,Silver
Munich,1972,Athletics,Athletics,"ROBINSON, Arnie",USA,Men,long jump,M,Bronze
Munich,1972,Athletics,Athletics,"WILLIAMS, Randel Luvelle",USA,Men,long jump,M,Gold
Munich,1972,Athletics,Athletics,"BAUMGARTNER, Hans",FRG,Men,long jump,M,Silver
Munich,1972,Athletics,Athletics,"SURANOVA, Eva",TCH,Women,long jump,W,Bronze
Munich,1972,Athletics,Athletics,"ROSENDAHL, Heidemarie",FRG,Women,long jump,W,Gold
Munich,1972,Athletics,Athletics,"CHRISTOVA-YORGOVA, Diana",BUL,Women,long jump,W,Silver
Munich,1972,Athletics,Athletics,"WOLDE, Mamo",ETH,Men,marathon,M,Bronze
Munich,1972,Athletics,Athletics,"SHORTER, Frank Charles",USA,Men,marathon,M,Gold
Munich,1972,Athletics,Athletics,"LISMONT, Karel",BEL,Men,marathon,M,Silver
Munich,1972,Athletics,Athletics,"POLLAK, Burglinde",GDR,Women,pentathlon,W,Bronze
Munich,1972,Athletics,Athletics,"PETERS, Mary",GBR,Women,pentathlon,W,Gold
Munich,1972,Athletics,Athletics,"ROSENDAHL, Heidemarie",FRG,Women,pentathlon,W,Silver
Munich,1972,Athletics,Athletics,"JOHNSON, Jan Eric",USA,Men,pole vault,M,Bronze
Munich,1972,Athletics,Athletics,"NORDWIG, Wolfgang",GDR,Men,pole vault,M,Gold
Munich,1972,Athletics,Athletics,"SEAGREN, Robert Lloyd",USA,Men,pole vault,M,Silver
Munich,1972,Athletics,Athletics,"BRIESENICK, Hartmut",GDR,Men,shot put,M,Bronze
Munich,1972,Athletics,Athletics,"KOMAR, Wladyslaw",POL,Men,shot put,M,Gold
Munich,1972,Athletics,Athletics,"WOODS, George Roger",USA,Men,shot put,M,Silver
Munich,1972,Athletics,Athletics,"CHRISTOVA-TODOROVA, Ivanka Mikailova",BUL,Women,shot put,W,Bronze
Munich,1972,Athletics,Athletics,"CHIZHOVA, Nadezhda",URS,Women,shot put,W,Gold
Munich,1972,Athletics,Athletics,"HELMBOLD-GUMMEL, Margitta",GDR,Women,shot put,W,Silver
Munich,1972,Athletics,Athletics,"PRUDENCIO, Nelson",BRA,Men,triple jump,M,Bronze
Munich,1972,Athletics,Athletics,"SANEEV, Viktor",URS,Men,triple jump,M,Gold
Munich,1972,Athletics,Athletics,"DREHMEL, Jörg",GDR,Men,triple jump,M,Silver
Munich,1972,Basketball,Basketball,"ALVAREZ POZO, Miguel",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"CALDERON GOMEZ, Miguel",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"CANIZARES POEY, Rafael",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"CHAPPE GARCIA, Pedro",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"DOMECQ FORTUONDO, Juan Carlos",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"HERRERA MARTINEZ, Tomas",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"HERRERA TABIO, Ruperto",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"PEREZ ARMENTEROS, Conrado",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"ROCA BRUNET, Juan",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"STANDARD JOHNSON, Franklin",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"URGELLES GUIBOT, Alejandro",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"VARONA VARONA, Oscar",CUB,Men,basketball,M,Bronze
Munich,1972,Basketball,Basketball,"BELOV, Aleksandr",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"BELOV, Sergei",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"BOLOSHEV, Aleksandr",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"DVORNY, Ivan",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"EDESHKO, Ivan",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"KORKIYA, Mikhail",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"KOVALENKO, Sergei",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"PAULAUSKAS, Modestas",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"POLIVODA, Anatoli",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"SAKANDELIDZE, Zurab",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"VOLNOV, Gennadi",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"ZHARMUKHAMEDOV, Alzhan",URS,Men,basketball,M,Gold
Munich,1972,Basketball,Basketball,"BANTOM, Michael Allen",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"BREWER, James Turner",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"BURLESON, Thomas Loren",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"COLLINS, Paul Douglas",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"DAVIS, Kenneth Bryan",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"FORBES, James Ricardo",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"HENDERSON, Thomas Edward",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"JONES, Dwight Elmo",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"JONES, Robert Clyde",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"JOYCE, Kevin Francis",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"MCMILLEN, Charles Thomas",USA,Men,basketball,M,Silver
Munich,1972,Basketball,Basketball,"RATLEFF, William Edward",USA,Men,basketball,M,Silver
Munich,1972,Boxing,Boxing,"EVANS, Ralph",GBR,Men,- 48kg (light-flyweight),M,Bronze
Munich,1972,Boxing,Boxing,"RODRIGUEZ CAL, Enrique",ESP,Men,- 48kg (light-flyweight),M,Bronze
Munich,1972,Boxing,Boxing,"GEDO, György",HUN,Men,- 48kg (light-flyweight),M,Gold
Munich,1972,Boxing,Boxing,"KIM, U Gil",PRK,Men,- 48kg (light-flyweight),M,Silver
Munich,1972,Boxing,Boxing,"HUSSING, Peter",FRG,Men,+ 81kg (heavyweight),M,Bronze
Munich,1972,Boxing,Boxing,"THOMSEN, Hasse",SWE,Men,+ 81kg (heavyweight),M,Bronze
Munich,1972,Boxing,Boxing,"STEVENSON, Teofilo",CUB,Men,+ 81kg (heavyweight),M,Gold
Munich,1972,Boxing,Boxing,"ALEXE, Ion",ROU,Men,+ 81kg (heavyweight),M,Silver
Munich,1972,Boxing,Boxing,"BLAZYNSKI, Leszek",POL,Men,48 - 51kg (flyweight),M,Bronze
Munich,1972,Boxing,Boxing,"RODRIGUEZ GUARDIOLA, Douglas",CUB,Men,48 - 51kg (flyweight),M,Bronze
Munich,1972,Boxing,Boxing,"KOSTADINOV, Georghi",BUL,Men,48 - 51kg (flyweight),M,Gold
Munich,1972,Boxing,Boxing,"RWABDOGO, Leo",UGA,Men,48 - 51kg (flyweight),M,Silver
Munich,1972,Boxing,Boxing,"CARRERAS, Ricardo Luis",USA,Men,51 - 54kg (bantamweight),M,Bronze
Munich,1972,Boxing,Boxing,"TURPIN, George",GBR,Men,51 - 54kg (bantamweight),M,Bronze
Munich,1972,Boxing,Boxing,"MARTINEZ ROMERO, Orlando",CUB,Men,51 - 54kg (bantamweight),M,Gold
Munich,1972,Boxing,Boxing,"ZAMORA, Alfonso",MEX,Men,51 - 54kg (bantamweight),M,Silver
Munich,1972,Boxing,Boxing,"BOTOS, Andras",HUN,Men,54 - 57kg (featherweight),M,Bronze
Munich,1972,Boxing,Boxing,"ROJAS, Clemente",COL,Men,54 - 57kg (featherweight),M,Bronze
Munich,1972,Boxing,Boxing,"KUZNETSOV, Boris",URS,Men,54 - 57kg (featherweight),M,Gold
Munich,1972,Boxing,Boxing,"WARUINGE, Philip",KEN,Men,54 - 57kg (featherweight),M,Silver
Munich,1972,Boxing,Boxing,"MBUGUA, Samuel",KEN,Men,57 - 60kg (lightweight),M,Bronze
Munich,1972,Boxing,Boxing,"PEREZ, Alfonso",COL,Men,57 - 60kg (lightweight),M,Bronze
Munich,1972,Boxing,Boxing,"SZCZEPANSKI, Jan",POL,Men,57 - 60kg (lightweight),M,Gold
Munich,1972,Boxing,Boxing,"ORBAN, Laszlo",HUN,Men,57 - 60kg (lightweight),M,Silver
Munich,1972,Boxing,Boxing,"DABORG, Issaka",NIG,Men,60 - 63.5kg (light-welterweight),M,Bronze
Munich,1972,Boxing,Boxing,"VUJIN, Zvonimir",YUG,Men,60 - 63.5kg (light-welterweight),M,Bronze
Munich,1972,Boxing,Boxing,"SEALES, Ray P.",USA,Men,60 - 63.5kg (light-welterweight),M,Gold
Munich,1972,Boxing,Boxing,"ANGELOV, Angel",BUL,Men,60 - 63.5kg (light-welterweight),M,Silver
Munich,1972,Boxing,Boxing,"MURUNGA, Richard (Tiger)",KEN,Men,63.5 - 67kg (welterweight),M,Bronze
Munich,1972,Boxing,Boxing,"VALDEZ, John (Jesse)",USA,Men,63.5 - 67kg (welterweight),M,Bronze
Munich,1972,Boxing,Boxing,"CORREA VAILLANT, Emilio",CUB,Men,63.5 - 67kg (welterweight),M,Gold
Munich,1972,Boxing,Boxing,"KAJDI, Janos",HUN,Men,63.5 - 67kg (welterweight),M,Silver
Munich,1972,Boxing,Boxing,"MINTER, Alan",GBR,Men,67 - 71kg (light-middleweight),M,Bronze
Munich,1972,Boxing,Boxing,"TIEPOLD, Peter",GDR,Men,67 - 71kg (light-middleweight),M,Bronze
Munich,1972,Boxing,Boxing,"KOTTYSCH, Dieter",FRG,Men,67 - 71kg (light-middleweight),M,Gold
Munich,1972,Boxing,Boxing,"RUDKOWSKI, Wieslaw",POL,Men,67 - 71kg (light-middleweight),M,Silver
Munich,1972,Boxing,Boxing,"AMARTEY, Prince",GHA,Men,71-75kg,M,Bronze
Munich,1972,Boxing,Boxing,"JOHNSON, Marvin L.",USA,Men,71-75kg,M,Bronze
Munich,1972,Boxing,Boxing,"LEMECHEW, Viacheslav",URS,Men,71-75kg,M,Gold
Munich,1972,Boxing,Boxing,"VIRTANEN, Reima Valdemar",FIN,Men,71-75kg,M,Silver
Munich,1972,Boxing,Boxing,"GORTAT, Janusz",POL,Men,75 - 81kg (light-heavyweight),M,Bronze
Munich,1972,Boxing,Boxing,"IKHOURIA, Isaac",NGR,Men,75 - 81kg (light-heavyweight),M,Bronze
Munich,1972,Boxing,Boxing,"PARLOV, Mate",YUG,Men,75 - 81kg (light-heavyweight),M,Gold
Munich,1972,Boxing,Boxing,"CARRILLO QUESADA, Gilberto",CUB,Men,75 - 81kg (light-heavyweight),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"LEWE, Detlef",FRG,Men,C-1 1000m (canoe single),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"PATZAICHIN, Ivan",ROU,Men,C-1 1000m (canoe single),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"WICHMANN, Tamas",HUN,Men,C-1 1000m (canoe single),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"BURTCHIN, Ivan",BUL,Men,C-2 1000m (canoe double),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"DAMIANOV, Fedia",BUL,Men,C-2 1000m (canoe double),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"CHESSYUNAS, Vladislavas",URS,Men,C-2 1000m (canoe double),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"LOBANOV, Yuri",URS,Men,C-2 1000m (canoe double),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"COVALIOV, Serghei",ROU,Men,C-2 1000m (canoe double),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"PATZAICHIN, Ivan",ROU,Men,C-2 1000m (canoe double),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"CSAPO, Geza",HUN,Men,K-1 1000m (kayak single),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"SHAPARENKO, Aleksandr",URS,Men,K-1 1000m (kayak single),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"PETERSON, Rolf",SWE,Men,K-1 1000m (kayak single),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"PFEFFER, Anna",HUN,Women,K-1 500m (kayak single),W,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"RYABCHINSKAYA, Yulia",URS,Women,K-1 500m (kayak single),W,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"JAAPIES, Marie (Mieke)",NED,Women,K-1 500m (kayak single),W,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"PISZCZ, Rafal Maciej",POL,Men,K-2 1000m (kayak double),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"SZUSZKIEWICZ, Wladyslaw",POL,Men,K-2 1000m (kayak double),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"GORBACHEV, Nikolai",URS,Men,K-2 1000m (kayak double),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"KRATASYUK, Viktor",URS,Men,K-2 1000m (kayak double),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"DEME, Jozsef",HUN,Men,K-2 1000m (kayak double),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"RATKAI, Janos",HUN,Men,K-2 1000m (kayak double),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"DUMITRU, Viorica",ROU,Women,K-2 500m (kayak double),W,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"NICHIFOROV-MIHOREANU, Maria",ROU,Women,K-2 500m (kayak double),W,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"KHVEDOSYUK-PINAEVA, Lyudmila",URS,Women,K-2 500m (kayak double),W,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"KURYSHKO, Ekaterina",URS,Women,K-2 500m (kayak double),W,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"GRABOWSKY, Petra",GDR,Women,K-2 500m (kayak double),W,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"KASCHUBE, Ilse",GDR,Women,K-2 500m (kayak double),W,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"AMUNDSEN, Steinar",NOR,Men,K-4 1000m (kayak four),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"BERGER, Tore",NOR,Men,K-4 1000m (kayak four),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"JOHANSEN, Jan",NOR,Men,K-4 1000m (kayak four),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"SÖBY, Egil Wike",NOR,Men,K-4 1000m (kayak four),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"DIDENKO, Valeri",URS,Men,K-4 1000m (kayak four),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"FILATOV, Yuri",URS,Men,K-4 1000m (kayak four),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"MOROZOV, Vladimir",URS,Men,K-4 1000m (kayak four),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"STETSENKO, Yuri",URS,Men,K-4 1000m (kayak four),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"SCIOTNIC, Atanase",ROU,Men,K-4 1000m (kayak four),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"VARTOLOMEU, Roman",ROU,Men,K-4 1000m (kayak four),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"VERNESCU, Aurel",ROU,Men,K-4 1000m (kayak four),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak F,"ZAFIU, Mihai",ROU,Men,K-4 1000m (kayak four),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"MCEWAN, James Patrick",USA,Men,C-1 (canoe single),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"EIBEN, Reinhard",GDR,Men,C-1 (canoe single),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"KAUDER, Reinhold",FRG,Men,C-1 (canoe single),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"OLRY, Jean-Claude",FRA,Men,C-2 (canoe double),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"OLRY, Jean-Louis",FRA,Men,C-2 (canoe double),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"AMEND, Rolf-Dieter",GDR,Men,C-2 (canoe double),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"HOFMANN, Walter",GDR,Men,C-2 (canoe double),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"BAUES, Wilhelm Bernd",FRG,Men,C-2 (canoe double),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"SCHUMACHER, Hans-Otto",FRG,Men,C-2 (canoe double),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"GIMPEL, Harald",GDR,Men,K-1 (kayak single),M,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"HORN, Siegbert",GDR,Men,K-1 (kayak single),M,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"SATTLER, Norbert",AUT,Men,K-1 (kayak single),M,Silver
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"WUNDERLICH, Magdalena",FRG,Women,K-1 (kayak single),W,Bronze
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"BAHMANN, Angelika",GDR,Women,K-1 (kayak single),W,Gold
Munich,1972,Canoe / Kayak,Canoe / Kayak S,"GROTHAUS, Gisela",FRG,Women,K-1 (kayak single),W,Silver
Munich,1972,Cycling,Cycling Road,"KUIPER, Hennie",NED,Men,individual road race,M,Gold
Munich,1972,Cycling,Cycling Road,"SEFTON, Clyde",AUS,Men,individual road race,M,Silver
Munich,1972,Cycling,Cycling Road,"KOMNATOV, Gennadi",URS,Men,team time trial,M,Gold
Munich,1972,Cycling,Cycling Road,"LIKHACHEV, Valery",URS,Men,team time trial,M,Gold
Munich,1972,Cycling,Cycling Road,"SHUKHOV, Boris",URS,Men,team time trial,M,Gold
Munich,1972,Cycling,Cycling Road,"YARDY, Valery",URS,Men,team time trial,M,Gold
Munich,1972,Cycling,Cycling Road,"BARCIK, Edward",POL,Men,team time trial,M,Silver
Munich,1972,Cycling,Cycling Road,"LIS, Lucjan",POL,Men,team time trial,M,Silver
Munich,1972,Cycling,Cycling Road,"SZOZDA, Stanislaw",POL,Men,team time trial,M,Silver
Munich,1972,Cycling,Cycling Road,"SZURKOWSKI, Ryszard",POL,Men,team time trial,M,Silver
Munich,1972,Cycling,Cycling Track,"SCHÜTZE, Jürgen",GDR,Men,1km time trial,M,Bronze
Munich,1972,Cycling,Cycling Track,"FREDBORG, Niels Christian",DEN,Men,1km time trial,M,Gold
Munich,1972,Cycling,Cycling Track,"CLARK, Daniel",AUS,Men,1km time trial,M,Silver
Munich,1972,Cycling,Cycling Track,"BEK, Andrzej",POL,Men,2000m tandem,M,Bronze
Munich,1972,Cycling,Cycling Track,"KOCOT, Benedykt",POL,Men,2000m tandem,M,Bronze
Munich,1972,Cycling,Cycling Track,"SEMENETS, Vladimir",URS,Men,2000m tandem,M,Gold
Munich,1972,Cycling,Cycling Track,"TSELOVALNIKOV, Igor",URS,Men,2000m tandem,M,Gold
Munich,1972,Cycling,Cycling Track,"GESCHKE, Hans-Jürgen",GDR,Men,2000m tandem,M,Silver
Munich,1972,Cycling,Cycling Track,"OTTO, Werner",GDR,Men,2000m tandem,M,Silver
Munich,1972,Cycling,Cycling Track,"LUTZ, Hans",FRG,Men,Individual Pursuit,M,Bronze
Munich,1972,Cycling,Cycling Track,"KNUDSEN, Knut",NOR,Men,Individual Pursuit,M,Gold
Munich,1972,Cycling,Cycling Track,"KURMANN, Xaver",SUI,Men,Individual Pursuit,M,Silver
Munich,1972,Cycling,Cycling Track,"PKHAKADZE, Omar",URS,Men,Sprint indivual,M,Bronze
Munich,1972,Cycling,Cycling Track,"MORELON, Daniel",FRA,Men,Sprint indivual,M,Gold
Munich,1972,Cycling,Cycling Track,"NICHOLSON, John Michael",AUS,Men,Sprint indivual,M,Silver
Munich,1972,Cycling,Cycling Track,"BENNETT, Michael John",GBR,Men,Team Pursuit (4000m),M,Bronze
Munich,1972,Cycling,Cycling Track,"HALLAM, Ian",GBR,Men,Team Pursuit (4000m),M,Bronze
Munich,1972,Cycling,Cycling Track,"KEEBLE, Ronald James",GBR,Men,Team Pursuit (4000m),M,Bronze
Munich,1972,Cycling,Cycling Track,"MOORE, William",GBR,Men,Team Pursuit (4000m),M,Bronze
Munich,1972,Cycling,Cycling Track,"COLOMBO, Jürgen",FRG,Men,Team Pursuit (4000m),M,Gold
Munich,1972,Cycling,Cycling Track,"HARITZ, Günter",FRG,Men,Team Pursuit (4000m),M,Gold
Munich,1972,Cycling,Cycling Track,"HEMPEL, Udo",FRG,Men,Team Pursuit (4000m),M,Gold
Munich,1972,Cycling,Cycling Track,"SCHUHMACHER, Günther",FRG,Men,Team Pursuit (4000m),M,Gold
Munich,1972,Cycling,Cycling Track,"HUSCHKE, Thomas",GDR,Men,Team Pursuit (4000m),M,Silver
Munich,1972,Cycling,Cycling Track,"RICHTER, Heinz",GDR,Men,Team Pursuit (4000m),M,Silver
Munich,1972,Cycling,Cycling Track,"RICHTER, Herbert",GDR,Men,Team Pursuit (4000m),M,Silver
Munich,1972,Cycling,Cycling Track,"UNTERWALDER, Uwe",GDR,Men,Team Pursuit (4000m),M,Silver
Munich,1972,Equestrian,Dressage,"NECKERMANN, Josef",FRG,Men,individual,X,Bronze
Munich,1972,Equestrian,Dressage,"LINSENHOFF, Liselott",FRG,Women,individual,X,Gold
Munich,1972,Equestrian,Dressage,"PETUSHKOVA, Elena",URS,Women,individual,X,Silver
Munich,1972,Equestrian,Dressage,"KALITA, Ivan",URS,Men,team,X,Gold
Munich,1972,Equestrian,Dressage,"KIZIMOV, Ivan",URS,Men,team,X,Gold
Munich,1972,Equestrian,Dressage,"NECKERMANN, Josef",FRG,Men,team,X,Silver
Munich,1972,Equestrian,Dressage,"HAKANSSON, Ulla",SWE,Women,team,X,Bronze
Munich,1972,Equestrian,Dressage,"SWAAB, Ninna",SWE,Women,team,X,Bronze
Munich,1972,Equestrian,Dressage,"VON ROSEN, Maud",SWE,Women,team,X,Bronze
Munich,1972,Equestrian,Dressage,"PETUSHKOVA, Elena",URS,Women,team,X,Gold
Munich,1972,Equestrian,Dressage,"LINSENHOFF, Liselott",FRG,Women,team,X,Silver
Munich,1972,Equestrian,Dressage,"SCHLÜTER-SCHMIDT, Karin",FRG,Women,team,X,Silver
Munich,1972,Equestrian,Eventing,"JÖNSSON, Jan",SWE,Men,individual,X,Bronze
Munich,1972,Equestrian,Eventing,"MEADE, Richard John Hanray",GBR,Men,individual,X,Gold
Munich,1972,Equestrian,Eventing,"ARGENTON, Alessandro",ITA,Men,individual,X,Silver
